mean,eps,lower,upper,t_crit,se,n,gamma,entropy_type,size_kb,algorithm,dataset_key
1.6099566666666665,0.15601301842011997,1.4539436482465464,1.7659696850867865,2.045229642132704,0.07628141857822592,30,0.95,MEDIUM_ENTROPY,50,Huffman,MEDI_50KB
4.053333333333333,0.15117357233174816,3.9021597610015846,4.204506905665081,2.045229642132704,0.07391520698580767,30,0.95,MEDIUM_ENTROPY,50,LZW,MEDI_50KB
3.1966433333333333,0.15959901383782366,3.0370443194955095,3.356242347171157,2.045229642132704,0.07803476467874708,30,0.95,MEDIUM_ENTROPY,100,Huffman,MEDI_100KB
8.39598,1.0114226041975118,7.384557395802488,9.407402604197511,2.045229642132704,0.4945276478307007,30,0.95,MEDIUM_ENTROPY,100,LZW,MEDI_100KB
14.314773333333333,1.1845751563939386,13.130198176939395,15.499348489727272,2.045229642132704,0.5791893154642035,30,0.95,MEDIUM_ENTROPY,500,Huffman,MEDI_500KB
35.16897000000001,0.7868567392147979,34.38211326078521,35.95582673921481,2.045229642132704,0.38472781882541435,30,0.95,MEDIUM_ENTROPY,500,LZW,MEDI_500KB
32.583416666666665,1.0820063305355012,31.501410336131162,33.665422997202164,2.045229642132704,0.5290390419958991,30,0.95,MEDIUM_ENTROPY,1024,Huffman,MEDI_1024KB
86.11771333333336,6.282905686341351,79.834807646992,92.4006190196747,2.045229642132704,3.0719805526531125,30,0.95,MEDIUM_ENTROPY,1024,LZW,MEDI_1024KB
138.3744466666667,3.1293607586767074,135.24508590799,141.5038074253434,2.045229642132704,1.5300779404964542,30,0.95,MEDIUM_ENTROPY,5120,Huffman,MEDI_5120KB
388.36056333333335,13.961892181510764,374.39867115182255,402.32245551484414,2.045229642132704,6.826564554849559,30,0.95,MEDIUM_ENTROPY,5120,LZW,MEDI_5120KB
